Vegetable,Season,Month,Temp,Deasaster Happen in last 3month,State,Price per kg
Potato,Summer,December,34.141777396946296,0,Puducherry,127.31852984554943
Okra,Spring,February,33.67625556493578,1,Mizoram,43.338119467896405
Okra,Summer,December,32.22973700911472,0,Maharashtra,35.35692079582463
Cucumber,Winter,June,15.528845845058036,1,Lakshadweep,149.88839578349305
Brinjal,Autumn,September,25.027165596041684,1,Bihar,31.366414664513584
Tomato,Monsoon,July,26.90240681253308,1,Tamil Nadu,64.45868582174066
Garlic,Winter,March,24.592858079353448,0,Chandigarh,174.20471074113559
Pumpkin,Winter,June,39.81205756628786,1,Telangana,84.13709286624037
Pointed grourd,Summer,June,12.96692052212014,1,Delhi,30.076746028880095
Okra,Winter,August,19.704588383934556,0,Assam,138.6649564222028
Tomato,Winter,February,27.27847066417205,1,Andaman and Nicobar Islands,131.46160095058949
Pointed grourd,Summer,June,38.43959768299597,1,Chhattisgarh,122.32745912169572
Bitter gourd,Spring,September,15.948465582021573,0,Uttar Pradesh,43.782750966832005
Ginger,Autumn,February,30.468953964340994,1,Uttarakhand,90.1621461156378
Pointed grourd,Monsoon,May,33.62926249823566,1,Lakshadweep,101.37670281476379
Pointed grourd,Summer,April,25.82703766940908,1,Gujarat,164.90004471824648
Onion,Winter,July,33.18072480599936,1,Odisha,72.29818294693993
Ginger,Spring,March,21.053153157176858,1,Madhya Pradesh,150.42104175535403
Chilly,Autumn,October,35.34404220741932,1,Delhi,51.27438264447875
Chilly,Winter,February,35.97429342968786,1,Rajasthan,189.31164090346272
Onion,Summer,July,11.987315930653939,0,Bihar,186.48703690055845
Radish,Winter,February,26.99131333302934,0,Andhra Pradesh,181.05038893202163
Tomato,Spring,April,16.85991235391037,0,Haryana,80.57999837679264
Pointed grourd,Winter,February,39.67143286548083,1,Gujarat,63.398582678546546
Potato,Winter,March,20.97952131877532,0,Chandigarh,194.38286749241658
Radish,Winter,November,27.065929564730315,1,Maharashtra,39.654500812991074
Cauliflower,Spring,December,15.899729244773807,1,Tamil Nadu,59.861186826093345
Peas,Winter,June,36.777360590401315,1,Mizoram,104.79682178447275
Cauliflower,Monsoon,March,27.2258404946908,0,Meghalaya,140.25873436016641
Cauliflower,Winter,August,26.95465339421451,1,Arunachal Pradesh,120.32310477040672
Onion,Winter,June,11.694738836523534,1,Odisha,138.24411775186206
Pointed grourd,Summer,February,17.34586365421619,0,Jharkhand,66.33811855220304
Cucumber,Spring,September,13.057183621648,1,Assam,195.08411631549868
Ginger,Summer,September,36.91177743333883,1,Chandigarh,152.20384110150584
Tomato,Autumn,April,25.832013492382558,0,Punjab,131.88170016644608
Pointed grourd,Summer,December,19.521490740821484,0,Jharkhand,76.07381861601458
Garlic,Winter,May,19.062532290263917,1,Delhi,40.07729295863513
Garlic,Autumn,January,15.440181688375176,1,Bihar,118.84391539232378
Onion,Summer,November,32.999141723530954,0,Uttarakhand,65.99472342752824
Bitter gourd,Monsoon,July,16.011320411311257,0,Goa,85.35084652682193
Bitter gourd,Autumn,November,37.43286947652359,0,Manipur,160.78993270285247
Onion,Winter,June,23.429303365250895,0,Sikkim,119.86080559792278
Onion,Spring,November,22.473827006083575,1,Chhattisgarh,164.7767600537005
Cabbage,Monsoon,November,17.504002606224507,1,Haryana,129.56275375700653
Potato,Spring,January,35.9571150823161,1,Himachal Pradesh,65.00536320138006
Cucumber,Spring,April,27.595740621652165,1,Nagaland,117.30542439309636
Bitter gourd,Monsoon,May,21.85873789225819,0,Tripura,63.835994027432946
Peas,Summer,June,27.3390870184811,1,Jharkhand,117.19077821172613
Garlic,Winter,July,17.860438794058535,0,Andaman and Nicobar Islands,110.78795090370583
Garlic,Summer,November,34.32397641955109,1,Rajasthan,82.13129388391985
Brinjal,Monsoon,March,10.112163976171638,1,Punjab,118.27595162031155
Potato,Spring,November,30.046593059752464,0,Haryana,134.63433791826765
Cauliflower,Monsoon,July,36.04113397811413,1,Mizoram,107.39849130886454
Tomato,Winter,March,22.194547204262552,0,Arunachal Pradesh,41.28763725743025
Pumpkin,Autumn,February,21.695227460279135,0,Madhya Pradesh,21.21949710934672
Potato,Winter,June,11.778450382217974,1,West Bengal,28.727556903996096
Cabbage,Autumn,February,18.161675373953564,1,Arunachal Pradesh,79.47604541794593
Pumpkin,Autumn,June,15.473631213809028,1,Lakshadweep,174.0578445445116
Pointed grourd,Spring,November,31.574615184054707,1,Kerala,71.65912713098732
Brinjal,Winter,December,15.200038132911569,0,Gujarat,163.90762239860453
Chilly,Spring,January,28.8265412511317,1,Kerala,52.62412195344977
Onion,Autumn,November,10.829269922531534,1,Tamil Nadu,167.5613644521259
Pointed grourd,Autumn,April,14.635096622435881,0,Assam,85.31853483061397
Ginger,Winter,January,15.369190522437142,1,Andaman and Nicobar Islands,36.170640853238154
Onion,Summer,October,38.4716184061036,1,Nagaland,65.41664165178227
Pumpkin,Winter,October,28.21200562749064,1,Meghalaya,35.06434325100599
Potato,Summer,January,31.165537102708964,0,Daman and Diu,108.67633719804962
Cucumber,Spring,June,20.806722406183216,1,Manipur,180.5248990752428
Tomato,Autumn,March,19.248091798134766,1,Lakshadweep,144.65432555506635
Pumpkin,Winter,February,19.540228745912565,0,Chhattisgarh,44.18506564418503
Garlic,Autumn,July,10.200268090211358,0,Chhattisgarh,109.08847718791614
Brinjal,Summer,September,34.17636661345934,1,Mizoram,21.542740687958556
Chilly,Summer,January,35.43511534773746,1,Madhya Pradesh,147.99259043501408
Onion,Autumn,October,11.183871847259057,1,Gujarat,36.34171310896838
Pointed grourd,Summer,July,32.59857765059144,1,Uttarakhand,92.66907979686279
Pumpkin,Monsoon,February,17.637878714216747,1,Madhya Pradesh,20.39490964304561
Peas,Winter,August,25.174160347094414,1,Gujarat,51.36444987625286
Ginger,Winter,September,39.03567603676531,1,Andhra Pradesh,71.85552033051977
Chilly,Monsoon,October,33.26920486360805,0,Arunachal Pradesh,81.79062643084002
Radish,Winter,May,29.534647322302693,1,Andhra Pradesh,35.78348259827543
Okra,Winter,May,33.971952729837426,1,Chhattisgarh,160.87183186373406
Chilly,Autumn,April,13.55472290694781,1,Lakshadweep,45.315002354923834
Pumpkin,Spring,September,13.803330482186604,1,Haryana,94.55240034975984
Okra,Autumn,November,21.89356307543237,0,Odisha,43.40182350245122
Cabbage,Spring,December,36.544170466466994,0,Uttar Pradesh,83.18393448788134
Potato,Winter,May,24.528344058824715,0,Himachal Pradesh,72.04685251820838
Bitter gourd,Summer,April,21.643706412800526,1,Madhya Pradesh,44.56672487648768
Onion,Spring,January,26.466166110994223,1,Meghalaya,191.44832937799478
Peas,Summer,October,21.73285297566025,1,Andhra Pradesh,104.65341021494889
Potato,Winter,November,10.337367809704483,0,Kerala,159.41150425655715
Potato,Winter,February,25.917730906891258,0,Daman and Diu,194.04192289956498
Radish,Winter,August,33.144975266004224,1,Daman and Diu,54.30991281010409
Tomato,Autumn,March,24.68796136929589,1,Haryana,167.46038403983238
Onion,Spring,December,21.094910467366606,1,Madhya Pradesh,121.45011702519231
Onion,Monsoon,September,25.377554064762833,1,Jharkhand,67.90014878693137
Bitter gourd,Monsoon,June,32.50756786279968,1,Karnataka,157.8590527479008
Bitter gourd,Monsoon,September,18.186515488219214,0,Tripura,131.37664600368436
Ginger,Monsoon,June,35.261887530212746,1,Delhi,47.9053403241207
Tomato,Spring,June,23.409579354136667,1,Mizoram,80.35030098448544
Brinjal,Autumn,December,16.338467666565506,0,Haryana,52.560984894537626
Pumpkin,Summer,February,10.586975548633514,0,Gujarat,165.97108852053546
Garlic,Monsoon,July,34.0424638215855,1,Jharkhand,175.48614759693947
Potato,Summer,August,32.62016318801865,0,Maharashtra,183.9535241073298
Cucumber,Monsoon,June,27.217697683048378,0,Tamil Nadu,39.98447562862735
Peas,Spring,January,39.296681586646386,1,Meghalaya,96.45672959589612
Radish,Winter,February,21.611267820221627,1,Chhattisgarh,50.747630414001236
Peas,Monsoon,October,14.914039038397247,1,Daman and Diu,152.34054202440714
Chilly,Winter,April,24.308530266398506,0,Madhya Pradesh,58.86769869475221
Radish,Spring,February,37.235134951427796,0,Puducherry,43.991856798380496
Brinjal,Spring,November,38.90535202854133,1,Rajasthan,39.90264864587586
Pumpkin,Spring,January,26.197232296767734,1,Meghalaya,148.71611030905868
Onion,Autumn,August,26.636737063197344,1,Dadra and Nagar Haveli,36.52081084183289
Radish,Winter,April,35.751697752665024,0,Punjab,145.4798746226097
Pointed grourd,Winter,February,28.46729255328203,0,Maharashtra,21.7442404175261
Potato,Winter,November,34.33785820946608,0,Uttarakhand,129.0016571913069
Cabbage,Spring,July,10.924619966261293,0,Mizoram,109.9151564080936
Peas,Winter,April,16.012123785109722,0,Puducherry,136.19550232896432
Cucumber,Winter,June,21.415520232032755,1,Chandigarh,165.3424751271097
Cucumber,Spring,May,38.381446608107474,0,Delhi,31.73029185055267
Onion,Autumn,May,31.825749888065168,0,Goa,177.8178205227281
Peas,Summer,June,38.52352425785875,1,Andhra Pradesh,88.28378205474176
Bitter gourd,Monsoon,October,17.58321770228001,1,Odisha,69.76448444809847
Peas,Spring,July,20.81354440652521,0,Mizoram,46.98415807182732
Cabbage,Autumn,August,27.880101788742422,1,Andhra Pradesh,67.56086216054283
Radish,Winter,August,27.124000998880682,1,Mizoram,107.51279261855991
Radish,Monsoon,July,30.499405155405487,0,Lakshadweep,188.28330434766676
Ginger,Spring,January,39.36966445936366,1,Daman and Diu,57.13841828227445
Okra,Winter,July,13.9128507072956,1,Andaman and Nicobar Islands,53.41979069122842
Okra,Summer,June,15.868180584752315,1,Delhi,100.18614727427351
Pumpkin,Summer,September,30.68825787857286,0,Uttarakhand,157.35398185485224
Onion,Monsoon,November,18.405238296772588,0,Haryana,76.55649624105374
Okra,Autumn,April,16.336512549712165,1,Gujarat,127.79868159232171
Chilly,Summer,August,20.256790704738137,0,Puducherry,162.45821126802522
Potato,Monsoon,November,34.43318795923247,0,Assam,176.74447870887693
Cucumber,Monsoon,May,37.917190412512774,1,Delhi,194.9150530699342
Okra,Winter,April,23.627174735515855,0,Andaman and Nicobar Islands,164.95138051588685
Okra,Winter,February,35.69906568281493,1,Maharashtra,123.83328310248274
Garlic,Monsoon,May,22.9249481520678,1,Chandigarh,100.81945740884952
Tomato,Spring,July,38.72616820590487,0,Andaman and Nicobar Islands,187.16683836156525
Potato,Monsoon,June,29.99383159048341,0,Goa,85.96663945121377
Ginger,Winter,May,26.56084116912998,0,Andhra Pradesh,93.67006738590213
Onion,Winter,November,22.297888802470627,0,Sikkim,168.16353045514478
Chilly,Monsoon,May,16.66752208832634,1,West Bengal,80.56040083873611
Cauliflower,Monsoon,October,29.478698792577344,0,Tamil Nadu,68.28465423710134
Bitter gourd,Winter,December,29.060946457744585,1,Gujarat,123.5611308397594
Brinjal,Summer,March,37.93847218468099,0,Chhattisgarh,67.91173289172622
Chilly,Summer,December,12.410262127932267,0,Daman and Diu,113.00286011221966
Tomato,Spring,July,14.505439468664125,0,Uttar Pradesh,35.71172442725305
Garlic,Autumn,November,37.21472592692734,1,Mizoram,62.55415528810486
Garlic,Spring,October,24.634497883168585,0,Madhya Pradesh,54.5937475270565
Potato,Winter,January,38.41409767457444,0,Bihar,143.40016863535232
Bitter gourd,Monsoon,December,10.593872214503014,0,Assam,104.89613201360702
Onion,Monsoon,October,38.2649004587375,0,Arunachal Pradesh,188.83364368769983
Brinjal,Summer,August,13.240993313679143,0,Himachal Pradesh,40.695593412901644
Cabbage,Autumn,March,23.53267133794114,1,Madhya Pradesh,161.9177104845492
Bitter gourd,Autumn,November,34.17498812406588,0,Karnataka,138.04061625634398
Cauliflower,Monsoon,July,18.3422167071974,1,Bihar,94.19017076046032
Chilly,Monsoon,June,30.603950082366765,1,Karnataka,20.77244919179482
Pumpkin,Winter,October,12.447463114891534,0,Puducherry,124.32412672382279
Bitter gourd,Winter,June,36.98679478509243,0,Nagaland,114.27103988786068
Tomato,Autumn,December,25.2052754070872,1,Bihar,123.37048379374707
Pointed grourd,Winter,March,13.760427477644631,0,Assam,62.88061484823486
Potato,Spring,September,15.3670290732113,0,Andhra Pradesh,32.76625066109426
Tomato,Winter,April,23.987218762622778,1,Uttarakhand,41.52126857523152
Okra,Spring,October,10.355250531104653,0,Punjab,176.1374205686554
Ginger,Monsoon,January,22.824668678150573,0,Chandigarh,108.99739958265204
Cabbage,Summer,June,27.678946066894607,0,Meghalaya,128.6636134257531
Brinjal,Monsoon,October,37.93283315871584,1,Rajasthan,38.45345222511598
Onion,Autumn,October,16.29073465081425,1,Puducherry,58.6781686097379
Cabbage,Autumn,December,37.22809761220677,0,Daman and Diu,78.12189241914302
Brinjal,Summer,October,22.489786400047358,1,Odisha,76.54740810200605
Tomato,Autumn,October,29.8848449796198,0,Andhra Pradesh,133.9071586733303
Garlic,Winter,August,31.617765939946295,1,Bihar,163.83268785649003
Radish,Monsoon,December,10.941896343342119,0,West Bengal,157.0388909691196
Bitter gourd,Monsoon,January,38.81657498628125,1,Dadra and Nagar Haveli,96.25698901944828
Peas,Spring,November,13.764615121540912,1,Tripura,193.52517483030013
Onion,Winter,March,31.510314433421186,0,Odisha,192.72607859607223
Ginger,Monsoon,March,39.39231846609623,1,West Bengal,124.64698560952836
Garlic,Spring,November,29.71573516097499,0,West Bengal,36.71177958253669
Onion,Summer,April,14.251453529948934,0,Goa,124.19278615684183
Tomato,Winter,January,35.80036757256008,0,Andaman and Nicobar Islands,125.07735376887248
Bitter gourd,Summer,September,30.623543262844464,0,Lakshadweep,171.3555725588486
Radish,Monsoon,May,16.752803818902933,1,Nagaland,120.89378912184297
Potato,Spring,May,26.727481407978186,1,Chandigarh,60.342864275916796
Ginger,Monsoon,July,12.011621684217804,0,Assam,48.496802049672965
Onion,Autumn,May,30.903997444704416,0,Nagaland,22.675788064700175
Chilly,Winter,August,37.81176725075297,0,Gujarat,139.8056654689735
Okra,Summer,September,25.78684512025913,0,Punjab,67.27166860280468
Cucumber,Autumn,November,17.97312873982866,1,Andaman and Nicobar Islands,164.14569918805748
Bitter gourd,Summer,July,15.224822479423253,0,Haryana,86.86606848312871
Potato,Monsoon,January,34.34756099666508,0,Andhra Pradesh,142.6318906488147
Radish,Summer,May,36.093051411050496,0,Himachal Pradesh,188.4265118503368
Cauliflower,Spring,February,34.04910785536781,0,Gujarat,186.32335476916052
Radish,Autumn,May,37.83818102514964,1,Meghalaya,79.67143065254345
Onion,Autumn,December,33.07487862218554,0,Dadra and Nagar Haveli,53.91914445160223
Garlic,Spring,November,38.85728878336661,0,Tripura,122.2219776389292
Radish,Summer,August,13.134122000106645,1,Karnataka,197.94855232732465
Pumpkin,Monsoon,September,34.08484041030606,0,Puducherry,186.1695724224944
Brinjal,Spring,May,32.45667527929746,0,West Bengal,160.43021807052872
Radish,Spring,February,15.342819582345689,1,Madhya Pradesh,109.5568094489606
Radish,Monsoon,June,39.426540872905164,1,Lakshadweep,171.60954411060342
Brinjal,Spring,June,39.49467937286865,1,Maharashtra,163.23010551287285
Okra,Winter,February,33.64705555254652,0,Madhya Pradesh,169.84978938269336
Onion,Monsoon,January,16.169261009327805,0,Puducherry,164.50588255133437
Radish,Winter,December,14.067932204899408,1,Chhattisgarh,116.03265010571644
Garlic,Winter,February,10.615215468596418,1,Nagaland,89.53389446197309
Bitter gourd,Autumn,August,13.250706850874245,0,Nagaland,185.1145650768903
Garlic,Autumn,December,34.04890729763216,0,Andhra Pradesh,61.940401719173884
Potato,Winter,June,29.699903446900873,1,Tamil Nadu,157.10754470596098
Bitter gourd,Spring,June,16.161181790072874,1,Madhya Pradesh,50.4117291208289
Onion,Monsoon,May,12.803370664023562,0,Punjab,101.3286304527837
Brinjal,Monsoon,January,22.76768303397197,0,West Bengal,137.218959277042
Potato,Monsoon,May,38.49604760589902,1,Arunachal Pradesh,173.5417309477383
Cauliflower,Winter,August,37.17973078340826,1,Haryana,167.85461046413232
Brinjal,Winter,November,31.870030565405294,1,Chhattisgarh,183.47997264831983
Onion,Monsoon,January,12.989870079496265,0,Dadra and Nagar Haveli,132.3245989046136
Cauliflower,Autumn,July,25.541006270605436,1,Punjab,189.53757777376646
Chilly,Spring,January,24.796606210915797,1,Sikkim,88.99253994045561
Brinjal,Monsoon,September,27.4524039554058,0,Delhi,63.7186986298759
Garlic,Spring,October,11.32808254266471,0,Nagaland,141.93242741657903
Cucumber,Monsoon,February,37.89740943073928,1,Madhya Pradesh,84.54181041302483
Ginger,Spring,April,20.29343997391124,1,Uttarakhand,197.60540476871
Onion,Monsoon,November,39.32768084948563,0,Kerala,146.65737585136617
Tomato,Autumn,October,33.55177579493903,1,Chandigarh,89.60841483921492
Okra,Spring,February,26.542909852749986,0,Assam,32.062814405022124
Pumpkin,Autumn,May,13.012610691885026,0,Punjab,143.04627732736924
Okra,Spring,February,31.951301611832218,0,Odisha,112.53037108908948
Okra,Winter,August,26.885292425849713,1,Andaman and Nicobar Islands,39.23964174317494
Garlic,Summer,November,21.68602321365662,1,Bihar,191.32200170287823
Radish,Winter,October,19.6204351719054,1,Andhra Pradesh,149.21361999898267
Radish,Monsoon,December,28.841572129191864,0,Uttar Pradesh,30.33388835982049
Bitter gourd,Winter,March,28.54637003385722,0,Dadra and Nagar Haveli,121.9066648718172
Bitter gourd,Summer,November,26.83864913413395,1,Punjab,70.41687143827596
Onion,Monsoon,April,13.161334308927719,1,Sikkim,187.6846106381564
Tomato,Monsoon,October,17.088148454294085,0,Maharashtra,133.10705644932585
Radish,Winter,December,13.590055593374155,1,Madhya Pradesh,197.567255335567
Cucumber,Spring,June,29.327334585106325,0,Dadra and Nagar Haveli,36.64544350165204
Pointed grourd,Summer,December,38.869565221068726,1,Chandigarh,78.67312100469077
Chilly,Monsoon,October,26.94881357592942,1,Dadra and Nagar Haveli,82.65391201635056
Cauliflower,Spring,June,31.43744301008096,1,Andaman and Nicobar Islands,119.89357483569447
Radish,Monsoon,March,30.407999820165386,0,Daman and Diu,61.38007600167154
Chilly,Spring,December,23.62119322007181,1,Telangana,198.61049922003033
Cabbage,Winter,July,13.58601070793367,1,Andhra Pradesh,174.6013510955722
Garlic,Monsoon,October,30.731431195522017,1,Dadra and Nagar Haveli,122.27252669825425
Pointed grourd,Summer,January,31.448238877176955,1,Puducherry,41.908623242410556
Cabbage,Spring,July,19.21119839241986,1,Punjab,50.82509846854094
Peas,Monsoon,October,33.5772845841274,0,Odisha,118.25454741448547
Garlic,Monsoon,August,33.20000632695933,1,Andhra Pradesh,91.75348696011318
Radish,Winter,July,11.087136261664586,0,Telangana,102.44970578010323
Chilly,Winter,December,29.13584628690565,1,Sikkim,137.85170490250965
Cabbage,Summer,October,31.149074393580158,1,Daman and Diu,124.50659419691982
Ginger,Autumn,December,11.022338258576935,1,Andhra Pradesh,130.55624853395068
Garlic,Spring,March,22.485917393687117,0,Maharashtra,24.329848836472813
Chilly,Winter,October,29.371427919720542,0,Sikkim,147.74452910735926
Pumpkin,Summer,January,38.240782063214304,1,Nagaland,95.2869475109788
Pumpkin,Monsoon,July,25.572977202335,1,Madhya Pradesh,191.28167848667408
Onion,Autumn,February,28.267989994472398,1,Jharkhand,20.653565100834808
Bitter gourd,Monsoon,February,20.202885979115877,1,Meghalaya,20.58716736430858
Cabbage,Summer,October,15.913643419156074,1,Tamil Nadu,192.00338469886506
Cabbage,Monsoon,October,20.99046243043344,0,Manipur,42.71355731549523
Okra,Winter,September,22.371377608390894,0,Meghalaya,85.48276406503143
Onion,Summer,October,30.956561736462575,0,Telangana,157.1901060902818
Radish,Winter,June,28.843106872899813,0,Assam,30.042172732040513
Garlic,Winter,May,34.53920949307492,1,Sikkim,168.4690440852019
Pointed grourd,Summer,September,24.483005110952828,1,Sikkim,68.90374066651313
Okra,Summer,August,26.493707296479844,1,Rajasthan,109.28401379109154
Radish,Monsoon,October,11.723974852832391,0,Assam,149.69280949218933
Chilly,Spring,August,39.07280214024115,0,Gujarat,29.303352152878894
Chilly,Summer,February,10.133533002668493,1,Lakshadweep,55.92098048500375
Brinjal,Spring,January,17.006559463701834,0,Meghalaya,125.57518256397717
Onion,Spring,October,17.225753494859696,0,Madhya Pradesh,53.30570291354122
Ginger,Autumn,June,32.76874665491897,1,Goa,194.10913348389983
Peas,Winter,August,32.99540429490125,0,Sikkim,64.43308794924137
Okra,Winter,November,35.09247946444063,1,Chhattisgarh,24.757906957739
Brinjal,Summer,November,21.078938225088113,0,Bihar,175.64645901465303
Garlic,Summer,December,39.26308810558317,1,Odisha,32.65092855258212
Okra,Monsoon,June,36.03082233849841,0,Kerala,126.87592850903799
Tomato,Winter,January,18.12415961333554,0,Goa,170.73506831526942
Radish,Winter,February,10.880269372945769,0,Tripura,43.55397759863355
Pointed grourd,Summer,March,32.2180619986882,1,Meghalaya,181.77459081750362
Bitter gourd,Autumn,August,25.42362472106194,0,Manipur,196.03858013622886
Tomato,Spring,January,21.71007001540554,0,Chhattisgarh,20.68284354746471
Potato,Spring,June,29.416670833283188,1,Tamil Nadu,87.39581836090821
Radish,Autumn,November,16.124439948854604,0,Andaman and Nicobar Islands,29.14475637676791
Onion,Winter,January,24.80147686884692,1,Madhya Pradesh,77.64647590460224
Potato,Monsoon,January,20.84095798124148,0,Uttar Pradesh,161.18431869547527
Cabbage,Autumn,January,20.961527503747654,1,Karnataka,79.07963074944126
Pointed grourd,Winter,November,38.1039412138107,1,Dadra and Nagar Haveli,71.36987658394708
Tomato,Summer,June,38.79106471860264,0,Sikkim,108.57450857224059
Pumpkin,Monsoon,August,19.45393096684977,1,Assam,104.83876806122731
Tomato,Autumn,February,17.523368871187323,0,Gujarat,155.34906116582545
Radish,Winter,August,27.331334033006936,0,Andhra Pradesh,106.50948170272518
Pointed grourd,Summer,December,29.331373223577405,0,Meghalaya,125.5650602156754
Garlic,Monsoon,January,34.21654499427845,0,Uttar Pradesh,93.52861436429778
Potato,Winter,August,18.842635880902584,1,Assam,71.87686148783715
Onion,Summer,June,10.306837200421548,1,Karnataka,109.30511482884384
Cucumber,Autumn,May,24.571320949830557,1,Gujarat,143.45065334514825
Brinjal,Autumn,May,33.014960713513275,1,Tamil Nadu,101.12333157796488
Onion,Autumn,September,12.359453116011792,0,Rajasthan,196.83373865892935
Onion,Monsoon,May,27.37411179678816,1,Maharashtra,193.11323756919313
Onion,Spring,September,32.65128251833684,1,Rajasthan,166.43077697889785
Cucumber,Spring,August,32.31148263697085,0,Andaman and Nicobar Islands,76.54411855847299
Pumpkin,Summer,April,20.147565848948723,1,Manipur,43.85429093690213
Okra,Spring,June,24.901616391112178,0,Bihar,126.30588212498733
Chilly,Autumn,October,21.957611329796954,0,Gujarat,198.42279718942845
Peas,Autumn,November,10.84545090150127,1,Chhattisgarh,44.58627046631307
Pumpkin,Summer,June,16.78364040051819,1,Chhattisgarh,70.60897574925664
Peas,Autumn,September,18.807317729524133,0,Uttarakhand,180.11346443199068
Ginger,Summer,July,17.317728669238697,1,Chhattisgarh,55.52451541844447
Cabbage,Autumn,March,31.790759197439467,0,Lakshadweep,29.91466893547963
Bitter gourd,Winter,November,10.711785019813028,0,Sikkim,149.56581450097528
Cucumber,Summer,October,34.100950453911906,0,Dadra and Nagar Haveli,138.8811701741588
Tomato,Spring,November,36.79430684152682,0,Meghalaya,154.6229858306945
Bitter gourd,Monsoon,May,36.329335665460796,0,Madhya Pradesh,41.710318353880076
Potato,Summer,December,21.276939741512848,0,Assam,64.2416500186835
Peas,Autumn,January,29.357246404349013,1,Daman and Diu,173.03610002082775
Cabbage,Monsoon,October,35.65860549541634,1,Uttar Pradesh,98.07063161417648
Ginger,Spring,January,30.775453421511365,0,Tamil Nadu,32.551841579956815
Radish,Summer,August,17.396362162144865,0,Maharashtra,51.48002056427852
Peas,Autumn,May,32.301986063164534,0,Sikkim,184.76760858102716
Onion,Monsoon,May,37.035932032396616,0,West Bengal,27.168775612789773
Brinjal,Spring,May,23.512908915754146,0,Nagaland,47.78040597448493
Brinjal,Autumn,July,13.496386768990643,0,Madhya Pradesh,119.9472292716283
Cauliflower,Autumn,October,25.237898152112585,1,Haryana,143.86893703763576
Cucumber,Autumn,July,38.55319809349087,1,Uttarakhand,44.077879234329224
Cauliflower,Summer,June,11.438980292736288,1,Tripura,127.88679414634477
Peas,Winter,December,18.244265059575312,1,Rajasthan,160.51620518679871
Brinjal,Summer,November,31.654542336632524,0,Assam,190.85321866731104
Onion,Autumn,September,19.885022961127895,1,Odisha,32.86022794905415
Cucumber,Summer,April,11.496570560526377,1,Manipur,162.65755394144335
Bitter gourd,Spring,July,18.055644229819855,1,Meghalaya,60.06880270680643
Okra,Spring,December,28.474218635981604,1,Sikkim,21.84031270158331
Pointed grourd,Autumn,July,10.094069204335526,1,Meghalaya,146.57862246516038
Garlic,Summer,December,30.795808447870822,1,Assam,21.21379467102138
Brinjal,Winter,August,12.768878061462575,1,Himachal Pradesh,32.732820743882876
Cauliflower,Spring,April,19.272519197034725,1,Nagaland,151.75817322543136
Ginger,Monsoon,September,36.28033085372894,0,Andhra Pradesh,186.9022510742533
Tomato,Winter,August,25.28482900813149,1,Lakshadweep,130.4333039119745
Pointed grourd,Winter,August,28.91178449694156,0,Kerala,75.92780671783801
Cucumber,Summer,April,37.25549475365355,0,Telangana,105.28793757850234
Pumpkin,Spring,September,25.570063067515825,1,Rajasthan,170.33529098040438
Garlic,Winter,September,29.41209695790757,1,Sikkim,144.34266249135362
Brinjal,Spring,November,22.259741440293297,1,Lakshadweep,69.3639464306138
Ginger,Winter,June,27.06738409207585,1,Jharkhand,142.5136196191616
Garlic,Summer,January,27.61902464262989,0,Gujarat,156.097947993001
Cucumber,Spring,August,31.940243550077458,1,Nagaland,139.16089907205838
Garlic,Autumn,February,19.507723997642564,0,Chandigarh,120.4454875765544
Pointed grourd,Summer,December,36.59961814106681,0,Odisha,32.11346881809684
Peas,Monsoon,February,23.733366015576028,1,Kerala,193.6785699849754
Pointed grourd,Spring,November,17.028106709494633,1,Mizoram,94.19823332092969
Okra,Spring,December,21.707110380661295,1,Andaman and Nicobar Islands,189.20226905737442
Okra,Monsoon,September,36.521531006504304,0,West Bengal,121.01308942121136
Garlic,Autumn,September,23.207830372704755,0,Odisha,118.29876839190526
Onion,Winter,January,34.534642128414,0,Rajasthan,34.734761580728104
Pointed grourd,Winter,June,21.96785405701361,0,Odisha,153.8973782835621
Cabbage,Winter,March,22.73319637286024,1,Chhattisgarh,109.59450781090528
Radish,Summer,October,35.30808168543827,0,Tripura,86.79066794489466
Pointed grourd,Autumn,March,20.896439283584023,0,Maharashtra,32.570639644254754
Potato,Winter,March,31.983209033054386,0,Daman and Diu,88.30471344711937
Brinjal,Autumn,October,14.060766533669891,0,Tripura,32.22578784402637
Radish,Spring,March,25.67996101735004,0,Himachal Pradesh,40.924604833254165
Brinjal,Monsoon,February,19.262139135639476,0,Uttarakhand,56.39040065762942
Pointed grourd,Monsoon,August,19.60606234104393,1,Uttarakhand,21.15804580508038
Pointed grourd,Winter,November,12.720121510506374,0,Sikkim,27.001531539670403
Radish,Winter,August,13.725417057964044,0,Jharkhand,186.46305369203418
Ginger,Autumn,January,32.01365058139611,0,Meghalaya,88.49037399099821
Cabbage,Winter,February,17.36941482674164,0,Arunachal Pradesh,69.39957458610118
Radish,Spring,June,20.819552915088718,0,Manipur,86.62764203706435
Potato,Spring,April,12.89930929737098,0,Meghalaya,139.89136137142015
Cabbage,Winter,February,39.53588770102675,1,Odisha,101.86624502862969
Onion,Autumn,June,26.42580531974382,0,Haryana,168.09564030643878
Radish,Spring,April,10.878262354251063,1,Goa,40.26103196989395
Cucumber,Winter,September,22.405774692241142,1,Uttar Pradesh,135.46584593699177
Bitter gourd,Winter,February,17.742133404535224,0,Tripura,149.17378304814602
