Vegetable,Season,Year,Month,Temp,Deasaster Happen in last 3month,State,Price per kg
Peas,Monsoon,2023,July,29.01329254939628,1,Haryana,71.51996075
Radish,Monsoon,2023,September,14.073877445462813,0,Gujarat,95.57684225
Peas,Summer,2023,October,13.556163443235263,1,Lakshadweep,95.33410014
Pumpkin,Autumn,2023,November,18.061965660118496,0,Puducherry,212.0454884
Garlic,Monsoon,2023,November,20.504354621118047,0,Manipur,70.97115345
Potato,Monsoon,2023,April,13.64173328981671,1,Daman and Diu,84.37577829
Tomato,Monsoon,2023,July,14.167017457718128,1,Delhi,79.28206713
Tomato,Winter,2023,November,32.517410579045915,1,Arunachal Pradesh,102.838256
Cauliflower,Spring,2023,January,13.476814737428995,0,Himachal Pradesh,227.2784198
Tomato,Spring,2023,July,24.67936530549094,1,Karnataka,107.2929899
Brinjal,Summer,2023,August,20.70041716741386,1,Haryana,169.2550584
Okra,Autumn,2023,February,34.93990896781216,1,Tamil Nadu,164.5820823
Cauliflower,Monsoon,2023,July,25.246375298099345,1,Gujarat,87.11361471
Cucumber,Spring,2023,April,24.93502733891848,1,Tripura,144.7391686
Pointed grourd,Summer,2023,April,18.31643046802585,1,Telangana,190.1028207
Potato,Spring,2023,June,10.20805099630395,1,Arunachal Pradesh,75.76304797
Okra,Monsoon,2023,May,21.654070168805056,1,Bihar,90.06831027
Tomato,Autumn,2023,April,19.95765392940616,0,Punjab,50.06081969
Cauliflower,Winter,2023,March,22.814530281286544,1,Arunachal Pradesh,202.7378439
Cabbage,Spring,2023,March,33.39524144282824,1,Uttarakhand,190.5094567
Cabbage,Summer,2023,August,29.48773342335554,1,Nagaland,161.178513
Pumpkin,Summer,2023,March,38.80345077872175,1,Gujarat,176.3868126
Brinjal,Winter,2023,December,16.099708198819325,0,Gujarat,124.8563939
Garlic,Summer,2023,January,14.424895064996765,1,Sikkim,197.9394471
Onion,Spring,2023,October,30.773485391186806,1,Manipur,76.66504287
Bitter gourd,Monsoon,2023,May,13.377418782571375,1,Telangana,159.9917079
Chilly,Monsoon,2023,October,30.049936317476273,0,Madhya Pradesh,197.5419672
Chilly,Monsoon,2023,July,30.494232584660278,1,Uttarakhand,129.09683
Potato,Summer,2023,October,27.59616879336426,1,Andhra Pradesh,88.60270949
Cauliflower,Monsoon,2023,January,17.362461461926877,0,Sikkim,184.1521297
Bitter gourd,Autumn,2023,May,39.831826571722274,1,West Bengal,119.4475002
Potato,Autumn,2023,February,11.801694289017968,1,Punjab,113.4539262
Radish,Spring,2023,April,20.83405557937528,1,Arunachal Pradesh,219.1273805
Pumpkin,Monsoon,2023,December,36.88982512074051,0,Karnataka,97.43258324
Pumpkin,Autumn,2023,March,31.63863454864514,1,Dadra and Nagar Haveli,87.93317882
Cabbage,Winter,2023,January,38.211926381930134,1,Tamil Nadu,227.607879
Peas,Spring,2023,September,23.37424859415332,1,Uttarakhand,197.7062278
Potato,Summer,2023,March,36.77899624680024,0,Andhra Pradesh,214.2233884
Ginger,Winter,2023,June,25.892369343319434,0,Tamil Nadu,139.3455373
Potato,Spring,2023,June,13.509969667173152,0,Daman and Diu,199.4507445
Tomato,Monsoon,2023,August,24.10591931664678,0,Telangana,224.0597283
Cabbage,Summer,2023,June,18.212035288992325,0,West Bengal,109.7837058
Chilly,Monsoon,2023,April,39.57794058,0,Nagaland,202.6785179
Cucumber,Spring,2023,October,14.280451534924069,1,Chhattisgarh,67.966375
Onion,Summer,2023,April,29.699515758284676,1,Punjab,85.80849851
Onion,Spring,2023,February,39.68071518651722,0,Chandigarh,222.0665649
Garlic,Autumn,2023,October,20.93099697551807,0,Uttar Pradesh,142.7079533
Chilly,Winter,2023,May,30.76348122350704,0,Assam,67.34302605
Chilly,Spring,2023,April,12.20684299979443,0,Mizoram,170.2407789
Garlic,Spring,2023,April,21.682969585725928,0,Maharashtra,183.4581319
Pumpkin,Autumn,2023,October,25.628083559452538,1,Gujarat,70.52641571
Cucumber,Autumn,2023,August,18.169335174393538,1,Arunachal Pradesh,85.2034895
Radish,Spring,2023,October,37.70326720149114,0,Manipur,93.11465266
Chilly,Winter,2023,June,15.853824602200191,1,Puducherry,107.8745861
Garlic,Summer,2023,May,30.66854749782134,0,Jharkhand,84.77652624
Bitter gourd,Winter,2023,October,39.749579145733264,1,Punjab,111.635448
Cabbage,Monsoon,2023,May,14.153889891853158,1,West Bengal,179.2858033
Ginger,Winter,2023,October,31.604674535920886,0,Meghalaya,179.673041
Peas,Summer,2023,March,23.692278905580736,1,Kerala,227.6533138
Pumpkin,Summer,2023,January,34.66157659687761,0,Maharashtra,153.0333995
Peas,Winter,2023,April,39.679272186217695,1,Lakshadweep,130.7430065
Peas,Spring,2023,June,35.43892851548736,0,Chhattisgarh,118.1200015
Chilly,Monsoon,2023,February,37.50221758287566,0,Nagaland,139.6562279
Okra,Monsoon,2023,June,22.88298750805239,1,Uttarakhand,114.9450119
Ginger,Winter,2023,June,11.804172385841547,0,Meghalaya,125.6827548
Cauliflower,Autumn,2023,May,36.820111603984735,1,Kerala,173.0884878
Okra,Winter,2023,November,30.99597552190114,1,Delhi,104.3124428
Cauliflower,Autumn,2023,March,18.39726437890119,1,Lakshadweep,110.8978723
Cauliflower,Winter,2023,August,24.505137613838528,1,Uttarakhand,212.0137572
Radish,Spring,2023,February,34.447197560857916,1,Punjab,104.2974058
Chilly,Winter,2023,November,13.755053091973561,0,Sikkim,124.2083266
Bitter gourd,Monsoon,2023,January,27.556794701714697,1,Goa,212.6686363
Chilly,Spring,2023,October,20.39460985023898,1,Delhi,60.31720639
Pumpkin,Winter,2023,April,32.95741098847849,1,Lakshadweep,116.9098891
Brinjal,Summer,2023,March,37.859320266552814,1,Nagaland,188.3600772
Onion,Autumn,2023,July,27.051274972597106,1,Rajasthan,199.9753403
Tomato,Monsoon,2023,October,34.835238563661676,1,Chandigarh,183.6261029
Cucumber,Winter,2023,May,34.72433880473595,0,Rajasthan,68.20491313
Cabbage,Monsoon,2023,October,28.45267618786531,1,Sikkim,229.5938604
Ginger,Winter,2023,April,15.345426441889831,0,Andhra Pradesh,224.9872279
Onion,Autumn,2023,March,25.99327276871276,0,Uttarakhand,144.8667098
Garlic,Spring,2023,October,29.676358599594856,1,Goa,121.6901277
Cabbage,Monsoon,2023,January,34.225082426805535,0,Delhi,223.191529
Cabbage,Autumn,2023,February,34.57731084968075,1,Andaman and Nicobar Islands,172.3622398
Chilly,Monsoon,2023,December,24.919921791478004,1,Karnataka,149.0947939
Pointed grourd,Winter,2023,November,13.353382459128918,1,Lakshadweep,214.1616284
Radish,Summer,2023,January,25.527544341023756,1,Kerala,216.4367569
Cauliflower,Spring,2023,November,24.208689163658946,1,Andhra Pradesh,148.1507826
Pumpkin,Winter,2023,March,12.33355494601535,1,Puducherry,92.15827173
Cabbage,Monsoon,2023,July,34.922369872047796,0,Uttar Pradesh,190.3242823
Ginger,Spring,2023,November,12.35455017268384,1,Chandigarh,194.0717019
Cauliflower,Summer,2023,June,20.817432315776543,0,Dadra and Nagar Haveli,110.1411485
Brinjal,Winter,2023,March,39.07779509,0,Odisha,92.38261698
Garlic,Spring,2023,January,10.69955380875639,0,Jharkhand,188.5722655
Brinjal,Spring,2023,November,22.68645387866887,1,Arunachal Pradesh,99.40405156
Pumpkin,Spring,2023,June,22.839440794999106,1,Gujarat,81.01870477
Okra,Spring,2023,June,30.573104519988668,0,Rajasthan,141.7755702
Cabbage,Summer,2023,March,25.226502220287216,1,Rajasthan,76.19891449
Cucumber,Winter,2023,January,25.755506323912066,1,Puducherry,145.4052283
Ginger,Autumn,2023,October,17.719411688464383,0,Maharashtra,139.2071355
Chilly,Summer,2023,September,39.248802627284704,0,Telangana,106.0037087
Peas,Autumn,2023,June,14.661773888466582,0,Assam,77.10262637
Cabbage,Summer,2023,April,39.88765983631095,0,Tamil Nadu,130.3651382
Garlic,Summer,2023,July,19.125271394382267,0,Goa,64.72488692
Bitter gourd,Summer,2023,May,23.07234957792042,0,Tripura,168.4666983
Ginger,Winter,2023,June,27.593579778141255,1,Assam,144.4208902
Cucumber,Winter,2023,March,29.075194640956845,1,Manipur,148.3210605
Bitter gourd,Winter,2023,July,26.134260748099695,0,Mizoram,103.5730105
Pointed grourd,Monsoon,2023,March,35.16110205208008,0,Uttarakhand,125.3398865
Onion,Winter,2023,December,26.296394300704353,0,Tamil Nadu,124.2297549
Radish,Spring,2023,June,11.28548202809218,1,Meghalaya,106.134672
Chilly,Summer,2023,April,17.98766372057232,1,Andhra Pradesh,63.21435846
Cucumber,Winter,2023,October,35.780027225673635,0,Meghalaya,192.2500338
Okra,Winter,2023,September,24.465334044397462,0,Punjab,148.1779347
Tomato,Winter,2023,October,18.079420679774856,1,Daman and Diu,207.8032327
Peas,Winter,2023,December,29.82495630278737,0,Arunachal Pradesh,171.2026655
Okra,Winter,2023,May,14.035420489457948,0,Tripura,83.5216025
Tomato,Monsoon,2023,June,36.74317846895317,1,Haryana,101.3708962
Onion,Spring,2023,January,35.47163704403579,0,Himachal Pradesh,143.7200051
Cauliflower,Monsoon,2023,December,30.708145134383592,1,Jharkhand,113.7970554
Potato,Autumn,2023,March,20.587219156562902,0,Lakshadweep,77.69631342
Potato,Monsoon,2023,February,31.772386459271996,0,Madhya Pradesh,227.5312291
Cucumber,Autumn,2023,April,33.64896726713929,0,Puducherry,59.72828739
Pointed grourd,Winter,2023,April,24.825003856350815,0,Lakshadweep,123.1555131
Garlic,Winter,2023,February,10.057683386262951,0,Jharkhand,153.1234704
Okra,Autumn,2023,December,38.268800677214955,1,Nagaland,190.7040326
Okra,Autumn,2023,January,16.495142820982032,0,Andhra Pradesh,215.5769843
Potato,Summer,2023,April,31.203217600331058,1,Bihar,190.0574805
Garlic,Autumn,2023,April,24.61086471483454,1,Uttarakhand,102.7108025
Cabbage,Summer,2023,October,22.28750577476608,0,Himachal Pradesh,185.3184966
Cabbage,Winter,2023,June,20.670318696031163,1,Daman and Diu,153.5446858
Peas,Spring,2023,May,28.126942175243492,1,Jharkhand,135.2518128
Radish,Winter,2023,December,33.84049873485877,0,Assam,108.5960859
Cauliflower,Autumn,2023,February,35.08539258763925,1,Madhya Pradesh,147.3546887
Onion,Summer,2023,June,23.525974109936726,0,Chandigarh,156.2251444
Peas,Monsoon,2023,November,37.46438411180522,0,Telangana,154.1436402
Cucumber,Monsoon,2023,July,17.05926544493176,0,Karnataka,124.2297376
Pumpkin,Summer,2023,March,15.620850626946504,0,Puducherry,102.711867
Ginger,Winter,2023,January,22.17153581106255,1,Sikkim,104.6890339
Ginger,Spring,2023,December,18.06544215308154,0,Chhattisgarh,69.11342287
Okra,Monsoon,2023,November,17.964101217502183,0,Manipur,132.7294163
Okra,Monsoon,2023,October,31.60918922091539,0,Tripura,72.08358562
Okra,Summer,2023,December,16.726298246679452,0,Nagaland,200.9922541
Brinjal,Spring,2023,August,17.061432711432133,1,Dadra and Nagar Haveli,130.6588533
Garlic,Autumn,2023,June,36.382768354806046,1,Gujarat,200.4050943
Garlic,Spring,2023,June,13.922524160008987,0,Madhya Pradesh,59.50830231
Pumpkin,Winter,2023,February,23.75422934092338,1,Puducherry,91.8331084
Potato,Spring,2023,August,32.97737182,0,Chhattisgarh,210.2154844
Garlic,Summer,2023,April,39.70597689211193,0,Manipur,188.9010202
Garlic,Summer,2023,October,39.77554422179022,1,Haryana,124.5498443
Tomato,Spring,2023,January,10.28123862762272,1,Uttarakhand,184.6242
Tomato,Spring,2023,December,11.34214193823631,0,Himachal Pradesh,208.4065095
Bitter gourd,Autumn,2023,November,25.90169859,1,Puducherry,72.60377607
Chilly,Autumn,2023,November,26.287385368021578,0,Puducherry,111.5113068
Pointed grourd,Spring,2023,October,14.379848799207426,1,Tripura,136.529289
Ginger,Spring,2023,November,30.53406386464443,0,Andhra Pradesh,99.61444933
Pointed grourd,Spring,2023,August,25.58660886732055,0,Sikkim,216.9528695
Chilly,Winter,2023,May,21.373191763365256,1,Chhattisgarh,140.8341933
Pointed grourd,Monsoon,2023,March,30.67173305643253,0,Uttarakhand,168.7976831
Tomato,Autumn,2023,October,12.374778033029976,0,Uttarakhand,85.87200678
Radish,Summer,2023,January,20.130445251088354,0,Telangana,126.771334
Cauliflower,Monsoon,2023,September,26.83033044638882,0,Andaman and Nicobar Islands,216.6290123
Pumpkin,Autumn,2023,March,32.443139005259944,1,Goa,184.8490379
Okra,Monsoon,2023,June,12.581576467618087,1,Chandigarh,226.9608041
Chilly,Spring,2023,July,25.352621172077097,0,Rajasthan,147.7656335
Peas,Winter,2023,April,35.90912542510462,0,Puducherry,81.36468585
Garlic,Summer,2023,March,24.908482384946986,0,Karnataka,130.4939203
Pointed grourd,Winter,2023,March,38.05677560706383,1,Karnataka,187.4514952
Cabbage,Autumn,2023,January,32.92217881230715,0,Arunachal Pradesh,206.5578581
Onion,Winter,2023,February,10.189383598138393,1,Lakshadweep,212.5392984
Peas,Spring,2023,December,24.60687255426315,1,Telangana,99.02627807
Radish,Monsoon,2023,January,32.534197817812114,0,Sikkim,150.3821024
Pumpkin,Summer,2023,November,32.51740422952583,0,Madhya Pradesh,131.7429868
Cauliflower,Spring,2023,May,11.389938551585416,0,West Bengal,185.2590269
Potato,Summer,2023,March,21.465913566590064,0,Mizoram,214.187374
Onion,Autumn,2023,June,39.23964475,0,Maharashtra,80.35766282
Tomato,Autumn,2023,August,25.004527704451377,0,Dadra and Nagar Haveli,173.4092242
Ginger,Summer,2023,April,21.619895425024204,1,Goa,68.90766562
Garlic,Winter,2023,April,26.345503133030594,1,Karnataka,190.1997299
Radish,Summer,2023,November,29.231688706719627,1,Nagaland,83.35081647
Garlic,Winter,2023,March,13.361587405818831,1,Tripura,160.0463518
Garlic,Monsoon,2023,February,25.37464714127644,0,West Bengal,66.98896853
Garlic,Autumn,2023,January,29.67835033049511,0,Assam,141.4341513
Ginger,Winter,2023,January,20.98247624420319,1,Dadra and Nagar Haveli,116.3129421
Potato,Autumn,2023,August,39.41727406,1,Karnataka,218.9487284
Garlic,Summer,2023,September,16.608998888610977,0,Rajasthan,89.16583133
Cauliflower,Monsoon,2023,July,28.55734255,1,Goa,216.4772441
Bitter gourd,Summer,2023,February,24.579633329142663,0,Dadra and Nagar Haveli,223.5194893
Pumpkin,Winter,2023,June,20.387692500948525,1,Chandigarh,189.0070384
Pumpkin,Autumn,2023,October,14.619658641639086,0,Tripura,95.64273802
Onion,Autumn,2023,October,22.66785815,0,Goa,98.34870725
Cabbage,Winter,2023,December,13.179167032755464,1,Andhra Pradesh,87.54577408
Tomato,Summer,2023,October,31.769317398457638,0,Delhi,119.66764
Potato,Monsoon,2023,October,35.55481737,1,Jharkhand,193.1774869
Bitter gourd,Autumn,2023,September,12.416800685540387,0,Tamil Nadu,219.4164106
Onion,Spring,2023,February,28.285822859591082,0,Manipur,105.0830742
Cucumber,Summer,2023,March,33.76200117825647,0,Odisha,196.624227
Chilly,Autumn,2023,January,23.125434721545858,1,Nagaland,180.9612847
Peas,Spring,2023,March,16.66485543993969,0,Mizoram,154.6396933
Radish,Spring,2023,April,29.96981748009217,0,Manipur,136.3300313
Radish,Summer,2023,November,32.17525180970909,1,Andaman and Nicobar Islands,124.8318822
Peas,Monsoon,2023,October,16.80422149262855,1,Uttar Pradesh,71.08834913
Cauliflower,Spring,2023,January,14.135421970138902,1,Chhattisgarh,72.63427093
Onion,Spring,2023,April,20.000829758159504,0,Goa,227.9417808
Pumpkin,Winter,2023,August,34.751759064404894,1,Maharashtra,221.78945
Chilly,Winter,2023,February,34.86189563016752,0,Chhattisgarh,217.7005518
Brinjal,Monsoon,2023,February,27.66879347894161,1,Andaman and Nicobar Islands,111.1266981
Brinjal,Monsoon,2023,March,23.606344702679447,1,Andhra Pradesh,194.7692628
Potato,Autumn,2023,October,25.021797193429624,1,Delhi,100.6773785
Pointed grourd,Summer,2023,April,33.542842176469485,0,Manipur,223.4067174
Bitter gourd,Monsoon,2023,January,14.03135080227667,0,Nagaland,61.52569579
Pumpkin,Spring,2023,September,11.655911517303315,0,Telangana,160.5065574
Onion,Autumn,2023,August,16.98296713952588,1,Tripura,75.69979789
Pumpkin,Summer,2023,January,22.721373232425222,0,Chandigarh,184.9839059
Chilly,Autumn,2023,February,36.678312190588294,1,Sikkim,164.5026028
Peas,Spring,2023,April,18.388572372062256,1,Gujarat,164.6451974
Chilly,Monsoon,2023,February,38.20946044560803,0,Puducherry,209.7034292
Cauliflower,Monsoon,2023,July,31.606298174890018,1,Maharashtra,78.01358204
Onion,Autumn,2023,April,11.788720281433054,1,Telangana,199.6660104
Ginger,Spring,2023,July,32.641756115958756,0,Haryana,213.0822881
Okra,Summer,2023,December,23.2401941,1,Chandigarh,73.83768314
Radish,Winter,2023,January,39.82733445011054,1,Daman and Diu,108.9638928
Chilly,Autumn,2023,August,10.405435026170393,0,Manipur,203.9995365
Peas,Monsoon,2023,June,35.07466887558512,0,Assam,166.1796834
Ginger,Autumn,2023,April,22.686760046531617,0,Meghalaya,203.3172891
Okra,Monsoon,2023,October,23.60148752382964,0,Tamil Nadu,132.1287443
Brinjal,Summer,2023,March,31.110576814613115,1,Odisha,196.0360607
Potato,Spring,2023,August,18.15680506,0,Sikkim,82.13757035
Peas,Summer,2023,October,14.72735288198757,0,Jharkhand,166.6605799
Tomato,Monsoon,2023,January,23.15421974,0,Sikkim,50.55386702
Pumpkin,Summer,2023,November,29.32921833414474,1,Andaman and Nicobar Islands,133.685847
Onion,Spring,2023,August,17.182735424616222,1,Uttarakhand,169.9295223
Radish,Summer,2023,January,10.48526915702297,0,Nagaland,134.1813383
Cucumber,Autumn,2023,February,21.960200948628835,1,Jharkhand,227.4755058
Cauliflower,Autumn,2023,February,10.971200611268081,0,Rajasthan,197.0606273
Pointed grourd,Winter,2023,April,18.91866046458148,1,Assam,144.7658918
Potato,Spring,2023,March,38.22728578858374,0,Goa,51.59569806
Radish,Monsoon,2023,August,33.74731289822045,1,Puducherry,219.2709083
Onion,Monsoon,2023,December,24.44622603312161,0,Uttar Pradesh,81.44418597
Okra,Summer,2023,July,23.784585576809903,1,Goa,120.0824439
Chilly,Monsoon,2023,June,39.484700725428766,1,Uttarakhand,110.3801272
Peas,Summer,2023,October,20.965036444652746,1,Maharashtra,131.8842177
Pumpkin,Spring,2023,July,33.02769064153125,0,Tamil Nadu,56.07199763
Bitter gourd,Monsoon,2023,September,39.16118658,1,Lakshadweep,65.61591642
Okra,Autumn,2023,May,17.338556232918815,0,Daman and Diu,78.38628417
Chilly,Monsoon,2023,August,14.429466479134225,1,Karnataka,203.5380682
Potato,Monsoon,2023,December,38.15092882094501,0,Gujarat,213.426388
Peas,Spring,2023,March,39.59972429279474,1,Himachal Pradesh,50.57163271
Potato,Autumn,2023,February,38.44825192760679,1,Dadra and Nagar Haveli,135.291272
Garlic,Autumn,2023,September,37.495528768711424,0,Rajasthan,118.006739
Pumpkin,Autumn,2023,June,11.28673800850063,0,West Bengal,158.4418302
Peas,Winter,2023,April,21.905738343771844,0,Delhi,210.6925397
Garlic,Winter,2023,April,17.394604157073072,0,Madhya Pradesh,84.14989933
Radish,Winter,2023,October,20.00636005625568,0,Uttarakhand,156.5846546
Cabbage,Autumn,2023,December,16.189801845615168,0,Andhra Pradesh,132.7117058
Cauliflower,Winter,2023,February,17.96167191207789,0,Chhattisgarh,187.8534035
Onion,Winter,2023,June,36.204616676395645,0,Rajasthan,120.9908748
Brinjal,Spring,2023,June,31.3252306,0,Assam,101.2844776
Pointed grourd,Monsoon,2023,May,19.28125004206192,1,Chandigarh,158.4040534
Bitter gourd,Summer,2023,August,16.361286702809707,1,Telangana,210.2717793
Onion,Spring,2023,May,35.81505371,1,Goa,206.8758794
Cucumber,Winter,2023,January,13.345048287853094,0,Himachal Pradesh,118.6584808
Okra,Spring,2023,June,17.830834,1,Uttar Pradesh,224.0345721
Okra,Winter,2023,October,26.07877586762991,0,Chandigarh,90.61159336
Brinjal,Winter,2023,May,10.49919884128354,1,Goa,152.5541537
Pumpkin,Autumn,2023,September,32.59379106713577,0,Tamil Nadu,162.4852747
Pumpkin,Autumn,2023,March,16.359582528718594,1,Kerala,65.10819148
Garlic,Monsoon,2023,February,34.84637834919529,1,Maharashtra,123.637686
Cauliflower,Winter,2023,December,37.29418382773652,1,Mizoram,93.59171621
Garlic,Spring,2023,June,35.24702029997617,1,Tripura,161.3413854
Peas,Monsoon,2023,July,12.150216793287038,1,Daman and Diu,219.6190873
Cabbage,Winter,2023,January,10.352526532299349,1,Sikkim,171.2493688
Ginger,Spring,2023,August,35.48816655782234,0,Manipur,140.5371163
Ginger,Autumn,2023,January,15.646436505314764,0,Karnataka,90.7764236
Chilly,Summer,2023,November,30.93605712382074,1,Uttarakhand,187.569519
Cucumber,Summer,2023,September,18.844210258630802,0,Lakshadweep,182.645341
Bitter gourd,Monsoon,2023,March,27.950302816753574,1,Andhra Pradesh,76.2541909
Peas,Winter,2023,April,18.11630120964908,0,Madhya Pradesh,76.54054239
Cauliflower,Monsoon,2023,May,31.682642899892713,0,Andaman and Nicobar Islands,172.9499356
Cauliflower,Autumn,2023,September,26.41405643,1,Arunachal Pradesh,211.4875545
Ginger,Winter,2023,March,12.52547576837411,1,Odisha,192.5342469
Garlic,Summer,2023,March,33.06307522748946,0,Daman and Diu,159.0089276
Potato,Winter,2023,August,13.229147527890415,0,Delhi,124.6006007
Peas,Monsoon,2023,August,23.510151872967246,0,Meghalaya,55.12365341
Cabbage,Spring,2023,August,34.42291158082358,0,Sikkim,191.6763363
Cabbage,Winter,2023,September,36.83030277781071,1,Nagaland,220.0301121
Radish,Monsoon,2023,February,34.83620987147553,1,Telangana,101.0317182
Onion,Monsoon,2023,March,27.685133180286478,0,Andhra Pradesh,184.1500973
Tomato,Monsoon,2023,September,31.784915229769798,0,Rajasthan,163.0047849
Garlic,Summer,2023,January,18.534346219581316,0,Dadra and Nagar Haveli,191.9942647
Tomato,Summer,2023,September,39.808031612030646,0,Kerala,177.8368942
Okra,Spring,2023,January,14.185512625923609,0,Delhi,116.3421327
Okra,Monsoon,2023,July,14.706764811733386,0,Tamil Nadu,215.4332717
Tomato,Summer,2023,September,21.089522301075117,0,Manipur,210.2365883
Cabbage,Spring,2023,February,32.780423141955424,1,Andhra Pradesh,87.98524689
Bitter gourd,Summer,2023,November,35.27721653463865,1,Madhya Pradesh,155.5043906
Brinjal,Spring,2023,June,38.83491345760205,0,Mizoram,63.48128754
Brinjal,Spring,2023,July,25.20020502,1,Odisha,217.9823206
Peas,Winter,2023,October,24.62638990834801,0,Assam,149.6054797
Onion,Winter,2023,July,30.633239780259622,1,Chandigarh,177.0639879
Onion,Spring,2023,July,28.286021533974214,1,Madhya Pradesh,158.4232794
Okra,Spring,2023,November,16.84312940158062,0,Rajasthan,170.6070045
Bitter gourd,Monsoon,2023,April,24.799567008648506,0,Chandigarh,60.74726948
Potato,Summer,2023,June,33.77562226448776,1,Madhya Pradesh,153.4399783
Cauliflower,Winter,2023,February,30.84933725391745,0,Maharashtra,66.66888477
Radish,Winter,2023,January,38.615027972282554,0,Arunachal Pradesh,67.61527664
Garlic,Monsoon,2023,August,32.13740375480988,1,Himachal Pradesh,184.7977736
Chilly,Monsoon,2023,November,33.823206808143425,0,Andaman and Nicobar Islands,91.20431966
Ginger,Spring,2023,February,17.70254103131675,0,Chhattisgarh,181.9912655
Brinjal,Monsoon,2023,April,30.95617520935183,1,Jharkhand,154.7172296
Pointed grourd,Monsoon,2023,November,14.696194222489867,1,Dadra and Nagar Haveli,183.2384431
Radish,Spring,2023,September,14.564799947548881,1,Dadra and Nagar Haveli,75.99203776
Cucumber,Spring,2023,January,37.464877982939726,1,Tripura,198.316515
Radish,Spring,2023,August,16.11943784815488,0,Madhya Pradesh,192.3201884
Bitter gourd,Autumn,2023,January,24.736744559712385,1,Odisha,187.0520279
Chilly,Monsoon,2023,January,31.29083367,1,Odisha,160.1957949
Bitter gourd,Summer,2023,August,18.899328424403006,1,Mizoram,167.6506865
Cabbage,Winter,2023,October,34.54436906998133,0,Lakshadweep,133.7765257
Cucumber,Summer,2023,September,33.11683539,0,Punjab,64.64838661
Pointed grourd,Monsoon,2023,November,22.963813944729313,0,Assam,203.5188729
Pointed grourd,Spring,2023,July,34.31430888354448,0,Daman and Diu,194.3465174
Potato,Spring,2023,March,29.014870677923188,0,Andhra Pradesh,63.10208829
Cabbage,Spring,2023,March,13.25897231990817,0,Karnataka,137.5581849
Potato,Winter,2023,June,22.187322229441506,1,Dadra and Nagar Haveli,197.9132224
Garlic,Autumn,2023,February,11.00942672337929,1,Daman and Diu,119.7267641
Ginger,Autumn,2023,July,11.036269071225282,1,Telangana,62.09511265
Bitter gourd,Monsoon,2023,May,10.901613775512258,1,Assam,194.1484848
Chilly,Autumn,2023,October,17.167025855557178,1,Tamil Nadu,156.6817597
Cabbage,Spring,2023,June,13.451807482415512,0,West Bengal,56.68561858
Ginger,Spring,2023,December,33.869180245684895,1,Goa,122.6317339
Pointed grourd,Summer,2023,April,31.038564731117432,0,Uttarakhand,125.6546571
Radish,Monsoon,2023,April,19.576284534307106,1,Maharashtra,67.02340161
Onion,Winter,2023,February,28.100908730784194,1,Madhya Pradesh,147.3106129
Cabbage,Monsoon,2023,January,31.223301972924634,1,Lakshadweep,179.3756246
Peas,Autumn,2023,March,27.119224106708447,0,Puducherry,67.90519787
Okra,Spring,2023,July,30.011932349862505,0,Uttar Pradesh,135.637795
Potato,Monsoon,2023,July,15.465745231306892,0,Madhya Pradesh,186.4730471
Ginger,Winter,2023,February,11.865782008555362,1,Andhra Pradesh,168.7439406
Pointed grourd,Summer,2023,June,23.19508697761096,0,Assam,185.4148326
Cauliflower,Winter,2023,February,26.94952019849627,0,Karnataka,91.02043928
Garlic,Monsoon,2023,November,18.900375658643007,0,Meghalaya,187.7011292
Ginger,Autumn,2023,March,24.529122223532386,1,Uttarakhand,159.6733224
Chilly,Summer,2023,October,20.894869708456426,0,Haryana,179.944552
Pumpkin,Monsoon,2023,November,22.92184173,1,Uttarakhand,118.5716023
Pumpkin,Winter,2023,August,21.73589792980993,1,Puducherry,155.394703
Pointed grourd,Autumn,2023,April,31.122280165149654,1,Haryana,113.7559876
Garlic,Summer,2023,December,18.426601306718066,1,Bihar,178.3728589
Potato,Spring,2023,September,37.51845514752703,0,Daman and Diu,136.7357501
Potato,Spring,2023,August,26.54856474855177,0,Puducherry,190.3887893
Tomato,Winter,2023,August,30.42408281628572,0,Lakshadweep,216.4967715
Garlic,Monsoon,2023,September,17.384889789187298,0,Dadra and Nagar Haveli,103.7921873
Cauliflower,Summer,2023,November,32.82297238151084,1,Lakshadweep,217.1449779
Pointed grourd,Winter,2023,December,30.470229914641205,0,Assam,154.5754835
Pointed grourd,Summer,2023,September,10.160227073444926,1,Puducherry,60.27785623
Ginger,Summer,2023,October,15.813077890317848,0,Daman and Diu,95.38799817
Pumpkin,Winter,2023,May,19.544868904024653,0,Chhattisgarh,171.5488968
Garlic,Winter,2023,July,28.17900618978862,1,Uttarakhand,101.9984567
Pointed grourd,Spring,2023,March,24.227660771905818,1,Assam,151.021516
Garlic,Monsoon,2023,January,34.87698613779139,1,Uttar Pradesh,90.15155908
Cucumber,Monsoon,2023,August,22.74417154967299,0,Kerala,225.4127479
Okra,Monsoon,2023,September,18.04918212426125,1,Tripura,188.3103947
Brinjal,Summer,2023,February,35.72903628017758,1,Nagaland,166.4020178
Peas,Monsoon,2023,February,21.997949288968417,0,Bihar,209.0880555
Cauliflower,Spring,2023,December,26.79221005164867,1,Assam,175.056137
Cauliflower,Summer,2023,November,20.09488957503212,1,Telangana,189.7971746
Onion,Spring,2023,January,14.661035086386686,1,Telangana,53.97863716
Peas,Monsoon,2023,October,27.113726307928797,0,Sikkim,102.3440084
